"range","sensitivity_type","limit_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_ability_category","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","metric","dispersal_distance_continuous","abs_lat_mp","log_maximum_body_size","dispersal_ability_category_general","rr_cells","log_range_area"
"Liolaemus_multicolor_IUCN","Te","tmax, tmin","Liolaemus_multicolor","IUCN","Terrestrial","cold","cold_under",-8.81051731109623,-23.012822127,28576,"cold","min","Liolaemus","multicolor","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3000,4400,"IUCN",NA,"terrestrial",NA,NA,NA,1,23.012822127,2.02814824729229,"walking",6,1.79175946922805
"Liolaemus_multicolor_IUCN","Te_tpref","tmax, tmin","Liolaemus_multicolor","IUCN","Terrestrial","cold","cold_under",-8.81051731109623,-23.012822127,28576,"cold","min","Liolaemus","multicolor","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3000,4400,"IUCN",NA,"terrestrial",NA,NA,NA,1,23.012822127,2.02814824729229,"walking",6,1.79175946922805
"Liolaemus_multicolor_IUCN","Te_tpreftb","tmax, tmin","Liolaemus_multicolor","IUCN","Terrestrial","cold","cold_under",-8.81051731109623,-23.012822127,28576,"cold","min","Liolaemus","multicolor","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3000,4400,"IUCN",NA,"terrestrial",NA,NA,NA,1,23.012822127,2.02814824729229,"walking",6,1.79175946922805
"Liolaemus_multicolor_IUCN","acclimatized","tmax, tmin","Liolaemus_multicolor","IUCN","Terrestrial","cold","warm_under",-0.570039999999999,-23.012822127,28576,"warm","max","Liolaemus","multicolor","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3000,4400,"IUCN",NA,"terrestrial",NA,NA,NA,1,23.012822127,2.02814824729229,"walking",6,1.79175946922805
"Liolaemus_multicolor_IUCN","Te","tmax, tmin","Liolaemus_multicolor","IUCN","Terrestrial","cold","warm_under",-0.570030212402301,-23.012822127,28576,"warm","max","Liolaemus","multicolor","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3000,4400,"IUCN",NA,"terrestrial",NA,NA,NA,1,23.012822127,2.02814824729229,"walking",6,1.79175946922805
"Liolaemus_multicolor_IUCN","Te_tpref","tmax, tmin","Liolaemus_multicolor","IUCN","Terrestrial","cold","warm_under",-0.570030212402301,-23.012822127,28576,"warm","max","Liolaemus","multicolor","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3000,4400,"IUCN",NA,"terrestrial",NA,NA,NA,1,23.012822127,2.02814824729229,"walking",6,1.79175946922805
"Liolaemus_multicolor_IUCN","Te_tpreftb","tmax, tmin","Liolaemus_multicolor","IUCN","Terrestrial","cold","warm_under",-0.570030212402301,-23.012822127,28576,"warm","max","Liolaemus","multicolor","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.6,"Meiri 2008","max adult SVL","herbivore","Espinoza et al. 2004","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",3000,4400,"IUCN",NA,"terrestrial",NA,NA,NA,1,23.012822127,2.02814824729229,"walking",6,1.79175946922805
"Liolaemus_multimaculatus_IUCN","Te","tmax, tmin","Liolaemus_multimaculatus","IUCN","Terrestrial","cold","cold_over",2.80781507492066,-38.728022549,3649,"cold","min","Liolaemus","multimaculatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.23,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Kacoliris, F. P., Williams, J. D., De Arcaute, C. R., & Cassino, C. (2009). Home range size and overlap in Liolaemus multimaculatus (Squamata: Liolamidae) in pampean coastal dunes of Argentina. South American Journal of Herpetology, 4(3), 229-234.","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,50,"IUCN",NA,"terrestrial",NA,NA,NA,1,38.728022549,1.97823903617067,"walking",6,1.79175946922805
"Liolaemus_multimaculatus_IUCN","Te_tpref","tmax, tmin","Liolaemus_multimaculatus","IUCN","Terrestrial","cold","cold_over",2.80781507492066,-38.728022549,3649,"cold","min","Liolaemus","multimaculatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.23,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Kacoliris, F. P., Williams, J. D., De Arcaute, C. R., & Cassino, C. (2009). Home range size and overlap in Liolaemus multimaculatus (Squamata: Liolamidae) in pampean coastal dunes of Argentina. South American Journal of Herpetology, 4(3), 229-234.","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,50,"IUCN",NA,"terrestrial",NA,NA,NA,1,38.728022549,1.97823903617067,"walking",6,1.79175946922805
"Liolaemus_multimaculatus_IUCN","Te_tpreftb","tmax, tmin","Liolaemus_multimaculatus","IUCN","Terrestrial","cold","cold_over",2.80781507492066,-38.728022549,3649,"cold","min","Liolaemus","multimaculatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.23,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Kacoliris, F. P., Williams, J. D., De Arcaute, C. R., & Cassino, C. (2009). Home range size and overlap in Liolaemus multimaculatus (Squamata: Liolamidae) in pampean coastal dunes of Argentina. South American Journal of Herpetology, 4(3), 229-234.","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,50,"IUCN",NA,"terrestrial",NA,NA,NA,1,38.728022549,1.97823903617067,"walking",6,1.79175946922805
"Liolaemus_multimaculatus_IUCN","acclimatized","tmax, tmin","Liolaemus_multimaculatus","IUCN","Terrestrial","cold","cold_under",-0.535603999999999,-38.728022549,3649,"cold","min","Liolaemus","multimaculatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.23,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Kacoliris, F. P., Williams, J. D., De Arcaute, C. R., & Cassino, C. (2009). Home range size and overlap in Liolaemus multimaculatus (Squamata: Liolamidae) in pampean coastal dunes of Argentina. South American Journal of Herpetology, 4(3), 229-234.","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,50,"IUCN",NA,"terrestrial",NA,NA,NA,1,38.728022549,1.97823903617067,"walking",6,1.79175946922805
"Liolaemus_multimaculatus_IUCN","acclimatized","tmax, tmin","Liolaemus_multimaculatus","IUCN","Terrestrial","cold","warm_under",-10.54309,-38.728022549,3649,"warm","max","Liolaemus","multimaculatus","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.23,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Kacoliris, F. P., Williams, J. D., De Arcaute, C. R., & Cassino, C. (2009). Home range size and overlap in Liolaemus multimaculatus (Squamata: Liolamidae) in pampean coastal dunes of Argentina. South American Journal of Herpetology, 4(3), 229-234.","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,50,"IUCN",NA,"terrestrial",NA,NA,NA,1,38.728022549,1.97823903617067,"walking",6,1.79175946922805
