"range","species","source","type","o_cells","u_cells","rr_cells","pr_cells","pol_fill","equ_fill","realm","range_area_km2","lat_mp","ctmax","ctmin","limit_type","metric","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","log_range_area","log_maximum_body_size","abs_lat_mp","dispersal_distance_continuous","prop_unoccupied"
"Liolaemus_rothi_IUCN","Liolaemus_rothi","IUCN","Te",5,626,17,638,0.375,0.012779552715655,"Terrestrial",77654,-39.75285205,43.8,5.5,"tmax, tmin","ct","Liolaemus","rothi","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",10,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",700,1800,"IUCN",NA,"terrestrial",NA,NA,2.83321334405622,2.30258509299405,39.75285205,1,0.981191222570533
"Liolaemus_salinicola_IUCN","Liolaemus_salinicola","IUCN","acclimatized",0,230,4,234,0.0869565217391304,0.00947867298578199,"Terrestrial",6749,-27.8639966784999,50.82744,5.684979,"tmax, tmin","ct","Liolaemus","salinicola","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.7,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,2000,"IUCN",NA,"terrestrial",NA,NA,1.38629436111989,2.04122032885964,27.8639966784999,1,0.982905982905983
"Liolaemus_salinicola_IUCN","Liolaemus_salinicola","IUCN","Te",0,193,4,197,0.333333333333333,0.0104712041884817,"Terrestrial",6749,-27.8639966784999,48.21,14.2,"tmax, tmin","ct","Liolaemus","salinicola","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.7,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1500,2000,"IUCN",NA,"terrestrial",NA,NA,1.38629436111989,2.04122032885964,27.8639966784999,1,0.979695431472081
"Liolaemus_scapularis_IUCN","Liolaemus_scapularis","IUCN","acclimatized",0,264,3,267,0.0161290322580645,0.00975609756097561,"Terrestrial",6550,-26.6782646765,48.18744,0.8749792,"tmax, tmin","ct","Liolaemus","scapularis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.7,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1600,2400,"IUCN",NA,"terrestrial",NA,NA,1.09861228866811,2.04122032885964,26.6782646765,1,0.98876404494382
"Liolaemus_scapularis_IUCN","Liolaemus_scapularis","IUCN","Te",0,240,3,243,0.024390243902439,0.0099009900990099,"Terrestrial",6550,-26.6782646765,45.57,9.39,"tmax, tmin","ct","Liolaemus","scapularis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.7,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1600,2400,"IUCN",NA,"terrestrial",NA,NA,1.09861228866811,2.04122032885964,26.6782646765,1,0.987654320987654
"Liolaemus_telsen_IUCN","Liolaemus_telsen","IUCN","acclimatized",3,477,7,481,0.272727272727273,0.00424628450106157,"Terrestrial",21208,-41.733879623,47.21744,0.4649792,"tmax, tmin","ct","Liolaemus","telsen","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.5,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",900,1425,"IUCN",NA,"terrestrial",NA,NA,1.94591014905531,2.01490302054226,41.733879623,1,0.991683991683992
"Liolaemus_telsen_IUCN","Liolaemus_telsen","IUCN","Te",7,441,7,441,NA,NA,"Terrestrial",21208,-41.733879623,44.6,8.98,"tmax, tmin","ct","Liolaemus","telsen","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",7.5,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",900,1425,"IUCN",NA,"terrestrial",NA,NA,1.94591014905531,2.01490302054226,41.733879623,1,1
"Liolaemus_xanthoviridis_IUCN","Liolaemus_xanthoviridis","IUCN","acclimatized",5,1139,5,1139,NA,NA,"Terrestrial",5726,-44.331013589,47.09744,-0.6550208,"tmax, tmin","ct","Liolaemus","xanthoviridis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.7,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,300,"IUCN",NA,"terrestrial",NA,NA,1.6094379124341,2.27212588550934,44.331013589,1,1
"Liolaemus_xanthoviridis_IUCN","Liolaemus_xanthoviridis","IUCN","Te",5,1078,5,1078,NA,NA,"Terrestrial",5726,-44.331013589,44.48,7.86,"tmax, tmin","ct","Liolaemus","xanthoviridis","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Iguanidae",9.7,"Meiri 2008","max adult SVL","omnivore","Labra 2012","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Medina, M., Gutierrez, J., Scolaro, A., & Ibargüengoytía, N. (2009). Thermal responses to environmental constraints in two populations of the oviparous lizard Liolaemus bibronii in Patagonia, Argentina. Journal of Thermal Biology, 34(1), 32-40.","high latitude and altitude populations in genus tend to hibernate","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,300,"IUCN",NA,"terrestrial",NA,NA,1.6094379124341,2.27212588550934,44.331013589,1,1
"Littorina_littorea_GBIF","Littorina_littorea","GBIF","Te",49,4924,116,4991,0.0234432234432234,0.011400651465798,"Intertidal",1607051,56.2805920325486,35.3,-13,"tmax, tmin","lt","Littorina","littorea","Jenn","Nikki","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Littorinidae",4.2,"sealifebase",NA,"herbivore","Imrie et al. (1989) Journal of Molluscan Studies 55(2): 217–225","Non-migratory","taxa","10-100","Shanks et al. (2003) Ecological Applications 13(1): 159–169","pelagic development and crawling adults","Johannesson (1988) Marine Biology 99: 507-513","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,NA,"intertidal",NA,"intertidal",NA,0,-60,NA,"sealifebase",NA,NA,"intertidal","benthic",NA,NA,NA,4.75359019110636,1.43508452528932,56.2805920325486,100,0.98657583650571
"Littorina_obtusata_GBIF","Littorina_obtusata","GBIF","Te",163,3063,274,3174,0.0318532818532819,0.0416666666666667,"Intertidal",3760492,49.8658793682718,29.6,-13,"tmax, tmin","lt","Littorina","obtusata","Jenn","Nikki","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Littorinidae",1.3,"sealifebase",NA,"herbivore","Coleman et al. (2007) Oecologia 151(3): 454-463","Non-migratory","taxa","10-100","Ingolfsson (1995) Marine Biology 122: 13-21; dispersal on seaweed","non-pelagic development and crawling adults","Mileikovsky (1975) Marine Biology 30: 129-135; direct development","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,NA,"intertidal",NA,"intertidal",NA,0,-110,NA,"sealifebase",NA,NA,"intertidal","benthic",NA,NA,NA,5.61312810638807,0.262364264467491,49.8658793682718,100,0.965028355387524
"Littorina_saxatilis_GBIF","Littorina_saxatilis","GBIF","Te",142,4758,301,4917,0.0586182833217027,0.0215269804822044,"Intertidal",4496463,53.3191011663616,35,-16.4,"tmax, tmin","lt","Littorina","saxatilis","Jenn","Nikki","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Littorinidae",1.9,"sealifebase",NA,"herbivore","Shumway et al. (1993) 106(2): 391-395","Non-migratory","taxa","10-100","Ingolfsson (1995) Marine Biology 122: 13-21; dispersal on seaweed","non-pelagic development and crawling adults","Mileikovsky (1975) Marine Biology 30: 129-135; viviparity","No","unheard of for marine gastropods",NA,"No","unheard of for marine gastropods",NA,NA,"intertidal",NA,"intertidal",NA,0,-46,NA,"sealifebase",NA,NA,"intertidal","benthic",NA,NA,NA,5.70711026474888,0.641853886172395,53.3191011663616,100,0.967663209273948
"Lophognathus_gilberti_IUCN","Lophognathus_gilberti","IUCN","Te",4,537,120,653,0.0984251968503937,0.524096385542169,"Terrestrial",1134068,-17.9194482535,41.8,2.7,"tmax, tmin","ct","Lophognathus","gilberti","Ignacio","Sarah","Animalia","Chordata","Reptilia","Squamata","Agamidae",13.5,"Meiri 2008","max adult SVL","omnivore","Walton, D. W. Ed. 1987. Fauna of Australia, Volume 1A. Australian Government Publishing Service, Canberra. ISBN 0-644-06055-14","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (from wet-dry tropics of Australia)","","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,4.78749174278205,2.60268968544438,17.9194482535,1,0.822358346094946
"Macoma_balthica_GBIF","Macoma_balthica","GBIF","acclimatized",421,6264,497,6340,0.0197287299630086,0.00785008863003292,"Intertidal",6336966,56.1882707851773,40.85344,-19.61335,"tmax, tmin","lt","Macoma","balthica","Jenn","Nikki","Animalia","Mollusca","Bivalvia","Veneroida","Tellinidae",3.8,"sealifebase","maximum SHL","omnivore","sealifebase","Non-migratory","sessile","10-100","PLD 2-5 weeks - Drent, J. (2002). Temperature responses in larvae of Macoma balthica from a northerly and southerly population of the European distribution range. Journal of Experimental Marine Biology and Ecology, 275(2), 117-129.","pelagic development and unknown adults","Drent, J. (2002). Temperature responses in larvae of Macoma balthica from a northerly and southerly population of the European distribution range. Journal of Experimental Marine Biology and Ecology, 275(2), 117-129.","No","unheard of for marine bivalves",NA,"No","unheard of for marine bivalves",NA,NA,"intertidal",NA,"intertidal",NA,0,-270,NA,"sealifebase",NA,NA,"intertidal","benthic",NA,NA,NA,6.20859002609663,1.33500106673234,56.1882707851773,100,0.98801261829653
